rank,token,frequency,relative_frequency_per_1000_tokens
87,千万别买,2,0.305577
88,伤害还高,2,0.305577
89,豪赤,2,0.305577
90,霾与献祭,2,0.305577
91,实在玩不下去了,2,0.305577
92,和一代相比,2,0.305577
93,哈哈,2,0.305577
94,堆怪严重,2,0.305577
95,纯粹的屎,2,0.305577
96,没错,2,0.305577
97,还有,2,0.305577
98,日在线人数,2,0.305577
99,没有地图,2,0.305577
100,一堆解锁的门,2,0.305577
101,快速武器,2,0.305577
102,糟糕的地图设计,2,0.305577
103,还可以,2,0.305577
104,可以看出,2,0.305577
105,最后,2,0.305577
106,记不住,2,0.305577
107,好评,2,0.305577
108,很难受,2,0.305577
109,就是一坨,2,0.305577
110,我想,2,0.305577
111,二周目,2,0.305577
112,就这样,2,0.305577
113,钩爪,2,0.305577
114,杀法师,2,0.305577
115,进新地图,2,0.305577
116,开门,2,0.305577
117,very,2,0.305577
118,https,2,0.305577
119,com,2,0.305577
120,是横板魂类游戏,2,0.305577
121,相互连通的大地图改成很多中型地图通过火鸡场传送连接,2,0.305577
122,因为引入怪猎的,2,0.305577
123,换区,2,0.305577
124,机制,2,0.305577
125,为了给boss换区服务而严重影响类恶魔城地图设计的水准,2,0.305577
126,感受不到精妙的连接和机关,2,0.305577
127,就是,2,0.305577
128,小巷子通向各个大区域,2,0.305577
129,探图无聊,2,0.305577
130,怪物设计偷懒,2,0.305577
131,改为地图守关boss,2,0.305577
132,无限刷新的同质化boss,2,0.305577
133,有些不伦不类,2,0.305577
134,并且boss几乎都是,2,0.305577
135,召唤小怪,2,0.305577
136,发射物,2,0.305577
137,近战武器拍一下,2,0.305577
138,战斗无聊,2,0.305577
139,角色韧性设置很奇怪,2,0.305577
140,被怪打飞,2,0.305577
141,被机关创飞,2,0.305577
142,创建角色界面只显示职业名字,2,0.305577
143,但是却不显示各职业的属性,2,0.305577
144,缆车,2,0.305577
145,并且只能在,2,0.305577
146,双脚站立与地面,2,0.305577
147,时才能交互,2,0.305577
148,改成,2,0.305577
149,在起点范围内即可交互,2,0.305577
150,玩家的体验会更舒畅,2,0.305577
151,平台召唤,2,0.305577
152,类似一代的火把平台,2,0.305577
153,作为一代的老粉丝不得不说续作完全偏离的我的期待,2,0.305577
154,有很多改变但是感觉都没有做好,2,0.305577
155,然而游戏本身的,2,0.305577
156,探索,2,0.305577
157,又有一定的吸引力,2,0.305577
158,如果不是一代的粉丝,2,0.305577
159,被画面吸引,2,0.305577
160,那么请去玩一代,2,0.305577
161,如果是一代粉丝,2,0.305577
162,那么本作是无法满足你对延续前作体验的期待的,2,0.305577
163,可以半价再入,2,0.305577
164,on,2,0.305577
165,is,2,0.305577
166,boss是需要你追的,1,0.152788
167,小怪投技是必吃的,1,0.152788
168,血条是2刀流的,1,0.152788
169,不用远程是会受苦的,1,0.152788
170,棺材板是易碎的,1,0.152788
171,门永远是从另一侧打开的,1,0.152788
172,收集是每个图都给一个能力才能回去探索拿完的,1,0.152788
173,零帧龙车是防不胜防的,1,0.152788
174,如果这些都能接受的话,1,0.152788
175,欢迎品鉴,1,0.152788
176,一款黑魂和怪猎玩家看了都会憋不住的横板跳跃休闲打boss游戏了,1,0.152788
177,5分满分给3分吧,1,0.152788
178,本身刷法师这种高同质化的敌人就很无聊,1,0.152788
179,然后二周目敌人数值膨胀跟盐一一样离谱,1,0.152788
180,一周目随便削boss的满级大刀拿到二周目打第一张图的普通小怪居然要砍两刀,1,0.152788
181,导致玩家无法快速清理杂兵,1,0.152788
182,堆怪问题凸显,1,0.152788
183,逼着玩家打法师攒经验点数值,1,0.152788
184,强化道具也极度依靠刷法师,1,0.152788
185,很多门还规定玩家要打xx个法师才能给你打开,1,0.152788
186,你又不是怪猎能把每个法师都做得很有趣,1,0.152788
187,这遍地乱刷干扰玩家的复制粘贴怪真的打到吐,1,0.152788
188,异常折磨,1,0.152788
189,这种一周目强制玩家体验的机制锁每个周目都要锁一遍太恶心了,1,0.152788
190,等打到长老矮林进了屋子之后,1,0.152788
191,到处是要砍两刀的火球怪,1,0.152788
192,能硬控玩家的飞行椅子怪,1,0.152788
193,要砍四刀才死的高攻兵,1,0.152788
194,外加上随机刷新在地图里招小怪的法师,1,0.152788
195,真的绝了,1,0.152788
196,高周目无任何新内容,1,0.152788
197,本来可以快速推掉的,1,0.152788
198,结果非得挨个砍死路上的怪才能过去,1,0.152788
199,跑酷不了一点,1,0.152788
200,一跑随时被远程吸回椅子围殴,1,0.152788
