language,rank,token,frequency,relative_frequency_per_1000_tokens
brazilian,1,que,279,44.447985
brazilian,2,você,95,15.134618
brazilian,3,salt,70,11.151824
brazilian,4,tem,67,10.673889
brazilian,5,and,63,10.036642
brazilian,6,bom,56,8.921459
brazilian,7,primeiro,54,8.602836
brazilian,8,pra,50,7.965589
brazilian,9,magos,49,7.806277
brazilian,10,sanctuary,46,7.328342
brazilian,11,bem,43,6.850406
brazilian,12,esse,41,6.531783
brazilian,13,isso,40,6.372471
brazilian,14,como,39,6.213159
brazilian,15,mapa,34,5.4166
brazilian,16,mesmo,33,5.257289
brazilian,17,ao,29,4.620041
brazilian,18,game,29,4.620041
brazilian,19,ter,27,4.301418
brazilian,20,souls,27,4.301418
brazilian,21,ainda,26,4.142106
brazilian,22,bosses,26,4.142106
brazilian,23,até,25,3.982794
brazilian,24,jogar,25,3.982794
brazilian,25,sacrifice,25,3.982794
brazilian,26,melhor,24,3.823483
brazilian,27,te,24,3.823483
brazilian,28,alguns,24,3.823483
brazilian,29,vai,23,3.664171
brazilian,30,pode,23,3.664171
brazilian,31,nem,23,3.664171
brazilian,32,tudo,22,3.504859
brazilian,33,recomendo,22,3.504859
brazilian,34,só,21,3.345547
brazilian,35,dark,21,3.345547
brazilian,36,diferente,21,3.345547
brazilian,37,me,21,3.345547
brazilian,38,gostei,20,3.186235
brazilian,39,pouco,20,3.186235
brazilian,40,monster,19,3.026924
brazilian,41,aqui,19,3.026924
brazilian,42,vezes,18,2.867612
brazilian,43,depois,18,2.867612
brazilian,44,2d,17,2.7083
brazilian,45,hunter,17,2.7083
brazilian,46,porém,17,2.7083
brazilian,47,pelo,17,2.7083
brazilian,48,cada,17,2.7083
brazilian,49,armas,17,2.7083
brazilian,50,sistema,17,2.7083
brazilian,51,divertido,16,2.548988
brazilian,52,legal,16,2.548988
brazilian,53,pois,16,2.548988
brazilian,54,h3,16,2.548988
brazilian,55,monstros,16,2.548988
brazilian,56,coisas,15,2.389677
brazilian,57,assim,15,2.389677
brazilian,58,diferentes,15,2.389677
brazilian,59,anterior,15,2.389677
brazilian,60,igual,15,2.389677
brazilian,61,já,14,2.230365
brazilian,62,boa,14,2.230365
brazilian,63,também,14,2.230365
brazilian,64,dano,14,2.230365
brazilian,65,horas,14,2.230365
brazilian,66,chefes,13,2.071053
brazilian,67,outro,13,2.071053
brazilian,68,tão,13,2.071053
brazilian,69,todos,13,2.071053
brazilian,70,está,13,2.071053
brazilian,71,is,13,2.071053
brazilian,72,menos,12,1.911741
brazilian,73,acho,12,1.911741
brazilian,74,era,12,1.911741
brazilian,75,nada,12,1.911741
brazilian,76,fazer,12,1.911741
brazilian,77,fica,12,1.911741
brazilian,78,quando,12,1.911741
brazilian,79,quase,12,1.911741
brazilian,80,boss,12,1.911741
brazilian,81,ficar,12,1.911741
brazilian,82,mago,12,1.911741
brazilian,83,achei,12,1.911741
brazilian,84,hr,12,1.911741
brazilian,85,agora,12,1.911741
brazilian,86,então,11,1.75243
brazilian,87,lá,11,1.75243
brazilian,88,quem,11,1.75243
brazilian,89,itens,11,1.75243
brazilian,90,mundo,11,1.75243
brazilian,91,coisa,11,1.75243
brazilian,92,novo,11,1.75243
brazilian,93,mecânica,11,1.75243
brazilian,94,seja,11,1.75243
brazilian,95,bastante,11,1.75243
brazilian,96,like,11,1.75243
brazilian,97,problema,10,1.593118
brazilian,98,antecessor,10,1.593118
brazilian,99,vale,10,1.593118
brazilian,100,caça,10,1.593118
brazilian,101,entre,10,1.593118
brazilian,102,tempo,10,1.593118
brazilian,103,nos,10,1.593118
brazilian,104,pro,10,1.593118
brazilian,105,porem,10,1.593118
brazilian,106,faz,10,1.593118
brazilian,107,porque,10,1.593118
brazilian,108,muita,10,1.593118
brazilian,109,pontos,10,1.593118
brazilian,110,algumas,10,1.593118
brazilian,111,caçada,10,1.593118
brazilian,112,consegue,10,1.593118
brazilian,113,sendo,9,1.433806
brazilian,114,tinha,9,1.433806
brazilian,115,amigo,9,1.433806
brazilian,116,comprar,9,1.433806
brazilian,117,inimigos,9,1.433806
brazilian,118,caçar,9,1.433806
brazilian,119,gameplay,9,1.433806
brazilian,120,forma,9,1.433806
brazilian,121,todo,9,1.433806
brazilian,122,onde,9,1.433806
brazilian,123,the,9,1.433806
brazilian,124,mesma,8,1.274494
brazilian,125,jogabilidade,8,1.274494
brazilian,126,caso,8,1.274494
brazilian,127,deixa,8,1.274494
brazilian,128,área,8,1.274494
brazilian,129,parece,8,1.274494
brazilian,130,meio,8,1.274494
brazilian,131,muitas,8,1.274494
brazilian,132,história,8,1.274494
brazilian,133,dificuldade,8,1.274494
brazilian,134,realmente,8,1.274494
brazilian,135,ponto,8,1.274494
brazilian,136,arma,8,1.274494
brazilian,137,to,8,1.274494
brazilian,138,sobre,8,1.274494
brazilian,139,parry,8,1.274494
brazilian,140,precisa,8,1.274494
brazilian,141,toda,8,1.274494
brazilian,142,outros,8,1.274494
brazilian,143,lutas,8,1.274494
brazilian,144,it,8,1.274494
brazilian,145,tiver,7,1.115182
brazilian,146,enquanto,7,1.115182
brazilian,147,esses,7,1.115182
brazilian,148,mal,7,1.115182
brazilian,149,tenha,7,1.115182
brazilian,150,sempre,7,1.115182
brazilian,151,conta,7,1.115182
brazilian,152,fora,7,1.115182
brazilian,153,preço,7,1.115182
brazilian,154,promoção,7,1.115182
brazilian,155,seria,7,1.115182
brazilian,156,combate,7,1.115182
brazilian,157,steam,7,1.115182
brazilian,158,algo,7,1.115182
brazilian,159,apesar,7,1.115182
brazilian,160,desse,7,1.115182
brazilian,161,aos,7,1.115182
brazilian,162,mapas,7,1.115182
brazilian,163,pegar,7,1.115182
brazilian,164,final,7,1.115182
brazilian,165,demais,7,1.115182
brazilian,166,apenas,7,1.115182
brazilian,167,problemas,7,1.115182
brazilian,168,infelizmente,7,1.115182
brazilian,169,boas,7,1.115182
brazilian,170,primeira,7,1.115182
brazilian,171,disso,7,1.115182
brazilian,172,certo,7,1.115182
brazilian,173,mecânicas,7,1.115182
brazilian,174,mistura,6,0.955871
brazilian,175,chato,6,0.955871
brazilian,176,nesse,6,0.955871
brazilian,177,provavelmente,6,0.955871
brazilian,178,literalmente,6,0.955871
brazilian,179,hora,6,0.955871
brazilian,180,existe,6,0.955871
brazilian,181,experiencia,6,0.955871
brazilian,182,pena,6,0.955871
brazilian,183,pessoas,6,0.955871
brazilian,184,quanto,6,0.955871
brazilian,185,metroidvania,6,0.955871
brazilian,186,espero,6,0.955871
brazilian,187,finalmente,6,0.955871
brazilian,188,estava,6,0.955871
brazilian,189,algum,6,0.955871
brazilian,190,achar,6,0.955871
brazilian,191,passar,6,0.955871
brazilian,192,ir,6,0.955871
brazilian,193,trilha,6,0.955871
brazilian,194,dele,6,0.955871
brazilian,195,ruim,6,0.955871
brazilian,196,estilo,6,0.955871
brazilian,197,vez,6,0.955871
brazilian,198,desafio,6,0.955871
brazilian,199,normais,6,0.955871
brazilian,200,volta,6,0.955871
czech,1,má,2,54.054054
czech,2,hra,2,54.054054
czech,3,je,2,54.054054
czech,4,souls,2,54.054054
czech,5,like,2,54.054054
czech,6,not,1,27.027027
czech,7,bad,1,27.027027
czech,8,buy,1,27.027027
czech,9,the,1,27.027027
czech,10,first,1,27.027027
czech,11,game,1,27.027027
czech,12,nechápu,1,27.027027
czech,13,proč,1,27.027027
czech,14,smíšené,1,27.027027
czech,15,hodnocení,1,27.027027
czech,16,to,1,27.027027
czech,17,dobrá,1,27.027027
czech,18,která,1,27.027027
czech,19,lepší,1,27.027027
czech,20,mechaniky,1,27.027027
czech,21,jak,1,27.027027
czech,22,salt,1,27.027027
czech,23,and,1,27.027027
czech,24,sanctuary,1,27.027027
czech,25,coop,1,27.027027
czech,26,funguje,1,27.027027
czech,27,líp,1,27.027027
czech,28,než,1,27.027027
czech,29,jiných,1,27.027027
czech,30,hrách,1,27.027027
czech,31,který,1,27.027027
czech,32,zábavný,1,27.027027
danish,1,the,8,46.783626
danish,2,and,7,40.935673
danish,3,it,6,35.087719
danish,4,of,5,29.239766
danish,5,but,4,23.391813
danish,6,salt,3,17.54386
danish,7,is,3,17.54386
danish,8,game,3,17.54386
danish,9,this,3,17.54386
danish,10,sanctuary,2,11.695906
danish,11,pretty,2,11.695906
danish,12,in,2,11.695906
danish,13,mechanics,2,11.695906
danish,14,still,2,11.695906
danish,15,has,2,11.695906
danish,16,alot,2,11.695906
danish,17,def,2,11.695906
danish,18,really,2,11.695906
danish,19,seems,2,11.695906
danish,20,you,2,11.695906
danish,21,instead,2,11.695906
danish,22,which,2,11.695906
danish,23,fun,2,11.695906
danish,24,to,2,11.695906
danish,25,with,2,11.695906
danish,26,have,2,11.695906
danish,27,that,2,11.695906
danish,28,one,2,11.695906
danish,29,invasions,2,11.695906
danish,30,etc,2,11.695906
danish,31,not,2,11.695906
danish,32,days,2,11.695906
danish,33,as,2,11.695906
danish,34,im,1,5.847953
danish,35,huge,1,5.847953
danish,36,fan,1,5.847953
danish,37,original,1,5.847953
danish,38,yes,1,5.847953
danish,39,sacrifice,1,5.847953
danish,40,different,1,5.847953
danish,41,terms,1,5.847953
danish,42,gameplay,1,5.847953
danish,43,same,1,5.847953
danish,44,charm,1,5.847953
danish,45,good,1,5.847953
danish,46,also,1,5.847953
danish,47,like,1,5.847953
danish,48,implemented,1,5.847953
danish,49,some,1,5.847953
danish,50,monster,1,5.847953
danish,51,hunter,1,5.847953
danish,52,into,1,5.847953
danish,53,where,1,5.847953
danish,54,hunt,1,5.847953
danish,55,mages,1,5.847953
danish,56,was,1,5.847953
danish,57,begin,1,5.847953
danish,58,became,1,5.847953
danish,59,abit,1,5.847953
danish,60,repeditive,1,5.847953
danish,61,near,1,5.847953
danish,62,end,1,5.847953
danish,63,would,1,5.847953
danish,64,prefered,1,5.847953
danish,65,more,1,5.847953
danish,66,lore,1,5.847953
danish,67,exploration,1,5.847953
danish,68,anyways,1,5.847953
danish,69,devs,1,5.847953
danish,70,put,1,5.847953
danish,71,heavily,1,5.847953
danish,72,weight,1,5.847953
danish,73,on,1,5.847953
danish,74,multiplayer,1,5.847953
danish,75,features,1,5.847953
danish,76,both,1,5.847953
danish,77,pve,1,5.847953
danish,78,pvp,1,5.847953
danish,79,covenants,1,5.847953
danish,80,fight,1,5.847953
danish,81,clubs,1,5.847953
danish,82,personally,1,5.847953
danish,83,find,1,5.847953
danish,84,very,1,5.847953
danish,85,cool,1,5.847953
danish,86,except,1,5.847953
danish,87,from,1,5.847953
danish,88,fact,1,5.847953
danish,89,there,1,5.847953
danish,90,are,1,5.847953
danish,91,nearly,1,5.847953
danish,92,enough,1,5.847953
danish,93,players,1,5.847953
danish,94,around,1,5.847953
danish,95,do,1,5.847953
danish,96,random,1,5.847953
danish,97,atleast,1,5.847953
danish,98,these,1,5.847953
danish,99,overall,1,5.847953
danish,100,had,1,5.847953
danish,101,completing,1,5.847953
danish,102,even,1,5.847953
danish,103,though,1,5.847953
danish,104,didnt,1,5.847953
danish,105,hit,1,5.847953
danish,106,me,1,5.847953
danish,107,hard,1,5.847953
danish,108,did,1,5.847953
danish,109,back,1,5.847953
danish,110,great,1,5.847953
danish,111,metroidvania,1,5.847953
danish,112,2d,1,5.847953
danish,113,go,1,5.847953
danish,114,grab,1,5.847953
dutch,1,the,15,61.983471
dutch,2,to,8,33.057851
dutch,3,of,8,33.057851
dutch,4,and,5,20.661157
dutch,5,first,4,16.528926
dutch,6,game,4,16.528926
dutch,7,nice,4,16.528926
dutch,8,is,4,16.528926
dutch,9,in,3,12.396694
dutch,10,pretty,3,12.396694
dutch,11,from,3,12.396694
dutch,12,you,3,12.396694
dutch,13,think,2,8.264463
dutch,14,not,2,8.264463
dutch,15,mage,2,8.264463
dutch,16,bosses,2,8.264463
dutch,17,are,2,8.264463
dutch,18,mechanic,2,8.264463
dutch,19,mostly,2,8.264463
dutch,20,my,2,8.264463
dutch,21,biggest,2,8.264463
dutch,22,arts,2,8.264463
dutch,23,how,2,8.264463
dutch,24,this,2,8.264463
dutch,25,however,2,8.264463
dutch,26,get,2,8.264463
dutch,27,ranged,2,8.264463
dutch,28,it,2,8.264463
dutch,29,were,2,8.264463
dutch,30,you're,2,8.264463
dutch,31,enemies,2,8.264463
dutch,32,on,2,8.264463
dutch,33,making,2,8.264463
dutch,34,probably,2,8.264463
dutch,35,who,2,8.264463
dutch,36,compared,1,4.132231
dutch,37,visuals,1,4.132231
dutch,38,have,1,4.132231
dutch,39,vastly,1,4.132231
dutch,40,improved,1,4.132231
dutch,41,especially,1,4.132231
dutch,42,since,1,4.132231
dutch,43,it's,1,4.132231
dutch,44,as,1,4.132231
dutch,45,drab,1,4.132231
dutch,46,extremely,1,4.132231
dutch,47,dark,1,4.132231
dutch,48,anymore,1,4.132231
dutch,49,point,1,4.132231
dutch,50,inhibiting,1,4.132231
dutch,51,gameplay,1,4.132231
dutch,52,hunts,1,4.132231
dutch,53,general,1,4.132231
dutch,54,normal,1,4.132231
dutch,55,good,1,4.132231
dutch,56,problem,1,4.132231
dutch,57,build,1,4.132231
dutch,58,variety,1,4.132231
dutch,59,while,1,4.132231
dutch,60,addition,1,4.132231
dutch,61,runic,1,4.132231
dutch,62,aow,1,4.132231
dutch,63,elden,1,4.132231
dutch,64,ring,1,4.132231
dutch,65,weapons,1,4.132231
dutch,66,ds3,1,4.132231
dutch,67,definitely,1,4.132231
dutch,68,i'm,1,4.132231
dutch,69,fan,1,4.132231
dutch,70,essentially,1,4.132231
dutch,71,replaces,1,4.132231
dutch,72,spells,1,4.132231
dutch,73,we,1,4.132231
dutch,74,weapon,1,4.132231
dutch,75,plenty,1,4.132231
dutch,76,consumables,1,4.132231
dutch,77,padd,1,4.132231
dutch,78,out,1,4.132231
dutch,79,so,1,4.132231
dutch,80,loss,1,4.132231
dutch,81,isn't,1,4.132231
dutch,82,too,1,4.132231
dutch,83,great,1,4.132231
dutch,84,other,1,4.132231
dutch,85,problems,1,4.132231
dutch,86,had,1,4.132231
dutch,87,fact,1,4.132231
dutch,88,constantly,1,4.132231
dutch,89,thrown,1,4.132231
dutch,90,around,1,4.132231
dutch,91,by,1,4.132231
dutch,92,nearly,1,4.132231
dutch,93,every,1,4.132231
dutch,94,enemy,1,4.132231
dutch,95,attack,1,4.132231
dutch,96,unless,1,4.132231
dutch,97,wearing,1,4.132231
dutch,98,heavy,1,4.132231
dutch,99,armour,1,4.132231
dutch,100,flying,1,4.132231
dutch,101,clipping,1,4.132231
dutch,102,through,1,4.132231
dutch,103,walls,1,4.132231
dutch,104,or,1,4.132231
dutch,105,being,1,4.132231
dutch,106,just,1,4.132231
dutch,107,outside,1,4.132231
dutch,108,arc,1,4.132231
dutch,109,fire,1,4.132231
dutch,110,often,1,4.132231
dutch,111,camping,1,4.132231
dutch,112,sides,1,4.132231
dutch,113,platforms,1,4.132231
dutch,114,climbing,1,4.132231
dutch,115,impossible,1,4.132231
dutch,116,due,1,4.132231
dutch,117,said,1,4.132231
dutch,118,volleyball,1,4.132231
dutch,119,effect,1,4.132231
dutch,120,lore,1,4.132231
dutch,121,if,1,4.132231
dutch,122,looking,1,4.132231
dutch,123,for,1,4.132231
dutch,124,obvious,1,4.132231
dutch,125,connection,1,4.132231
dutch,126,you'll,1,4.132231
dutch,127,be,1,4.132231
dutch,128,disappointed,1,4.132231
dutch,129,told,1,4.132231
dutch,130,more,1,4.132231
dutch,131,directly,1,4.132231
dutch,132,which,1,4.132231
dutch,133,though,1,4.132231
dutch,134,didn't,1,4.132231
dutch,135,feel,1,4.132231
dutch,136,what,1,4.132231
dutch,137,implications,1,4.132231
dutch,138,both,1,4.132231
dutch,139,ending,1,4.132231
dutch,140,choices,1,4.132231
dutch,141,even,1,4.132231
dutch,142,after,1,4.132231
dutch,143,them,1,4.132231
dutch,144,would,1,4.132231
dutch,145,recommend,1,4.132231
dutch,146,souls,1,4.132231
dutch,147,hollow,1,4.132231
dutch,148,knight,1,4.132231
dutch,149,etc,1,4.132231
dutch,150,fans,1,4.132231
dutch,151,but,1,4.132231
dutch,152,am,1,4.132231
dutch,153,kidding,1,4.132231
dutch,154,anyone,1,4.132231
dutch,155,wants,1,4.132231
dutch,156,play,1,4.132231
dutch,157,has,1,4.132231
dutch,158,over,1,4.132231
dutch,159,hours,1,4.132231
dutch,160,that,1,4.132231
dutch,161,type,1,4.132231
dutch,162,games,1,4.132231
dutch,163,anyways,1,4.132231
dutch,164,otherwise,1,4.132231
dutch,165,idk,1,4.132231
dutch,166,came,1,4.132231
dutch,167,here,1,4.132231
english,1,like,659,11.87366
english,2,have,583,10.504315
english,3,salt,550,9.909731
english,4,sanctuary,537,9.675501
english,5,it's,483,8.702546
english,6,one,421,7.585449
english,7,all,416,7.49536
english,8,more,405,7.297166
english,9,first,400,7.207077
english,10,good,354,6.378263
english,11,fun,336,6.053945
english,12,some,335,6.035927
english,13,get,326,5.873768
english,14,mages,324,5.837733
english,15,bosses,283,5.099007
english,16,there,281,5.062972
english,17,mage,271,4.882795
english,18,even,254,4.576494
english,19,enemies,248,4.468388
english,20,don't,240,4.324246
english,21,boss,239,4.306229
english,22,time,237,4.270193
english,23,monster,227,4.090016
english,24,up,226,4.071999
english,25,which,219,3.945875
english,26,still,215,3.873804
english,27,much,212,3.819751
english,28,also,208,3.74768
english,29,has,207,3.729663
english,30,what,203,3.657592
english,31,hunter,203,3.657592
english,32,only,202,3.639574
english,33,weapons,201,3.621556
english,34,out,199,3.585521
english,35,other,199,3.585521
english,36,sacrifice,197,3.549486
english,37,play,190,3.423362
english,38,into,188,3.387326
english,39,lot,187,3.369309
english,40,because,181,3.261203
english,41,when,180,3.243185
english,42,same,179,3.225167
english,43,souls,177,3.189132
english,44,different,172,3.099043
english,45,while,169,3.04499
english,46,too,168,3.026972
english,47,about,166,2.990937
english,48,better,165,2.972919
english,49,bad,164,2.954902
english,50,way,163,2.936884
english,51,feel,163,2.936884
english,52,after,157,2.828778
english,53,most,155,2.792742
english,54,combat,153,2.756707
english,55,feels,146,2.630583
english,56,make,135,2.432389
english,57,new,134,2.414371
english,58,world,134,2.414371
english,59,great,134,2.414371
english,60,had,133,2.396353
english,61,level,132,2.378336
english,62,fight,129,2.324282
english,63,played,128,2.306265
english,64,around,128,2.306265
english,65,gameplay,128,2.306265
english,66,love,127,2.288247
english,67,weapon,127,2.288247
english,68,design,127,2.288247
english,69,map,125,2.252212
english,70,through,124,2.234194
english,71,dark,119,2.144106
english,72,how,119,2.144106
english,73,every,119,2.144106
english,74,i'm,119,2.144106
english,75,well,118,2.126088
english,76,many,114,2.054017
english,77,armor,114,2.054017
english,78,down,114,2.054017
english,79,where,114,2.054017
english,80,attack,112,2.017982
english,81,think,111,1.999964
english,82,go,110,1.981946
english,83,now,109,1.963929
english,84,damage,108,1.945911
english,85,each,108,1.945911
english,86,want,107,1.927893
english,87,people,107,1.927893
english,88,things,106,1.909875
english,89,enough,106,1.909875
english,90,you're,102,1.837805
english,91,there's,100,1.801769
english,92,any,99,1.783752
english,93,attacks,99,1.783752
english,94,say,99,1.783752
english,95,back,98,1.765734
english,96,here,98,1.765734
english,97,pretty,98,1.765734
english,98,use,97,1.747716
english,99,find,96,1.729699
english,100,having,96,1.729699
english,101,something,95,1.711681
english,102,before,94,1.693663
english,103,over,94,1.693663
english,104,2d,94,1.693663
english,105,enemy,93,1.675645
english,106,hunt,93,1.675645
english,107,bit,93,1.675645
english,108,hit,92,1.657628
english,109,multiplayer,92,1.657628
english,110,far,91,1.63961
english,111,experience,91,1.63961
english,112,off,90,1.621592
english,113,playing,88,1.585557
english,114,actually,88,1.585557
english,115,made,87,1.567539
english,116,recommend,87,1.567539
english,117,system,87,1.567539
english,118,another,85,1.531504
english,119,know,84,1.513486
english,120,kill,84,1.513486
english,121,area,83,1.495469
english,122,though,83,1.495469
english,123,who,82,1.477451
english,124,need,82,1.477451
english,125,getting,81,1.459433
english,126,doesn't,81,1.459433
english,127,end,80,1.441415
english,128,two,80,1.441415
english,129,few,80,1.441415
english,130,see,80,1.441415
english,131,thing,80,1.441415
english,132,especially,80,1.441415
english,133,why,79,1.423398
english,134,give,79,1.423398
english,135,isn't,78,1.40538
english,136,areas,78,1.40538
english,137,co-op,77,1.387362
english,138,sequel,77,1.387362
english,139,can't,76,1.369345
english,140,again,76,1.369345
english,141,instead,73,1.315292
english,142,story,73,1.315292
english,143,both,73,1.315292
english,144,got,72,1.297274
english,145,overall,72,1.297274
english,146,i've,72,1.297274
english,147,annoying,71,1.279256
english,148,didn't,70,1.261239
english,149,times,70,1.261239
english,150,style,69,1.243221
english,151,heavy,68,1.225203
english,152,since,68,1.225203
english,153,own,67,1.207185
english,154,makes,66,1.189168
english,155,hunting,66,1.189168
english,156,try,66,1.189168
english,157,exploration,66,1.189168
english,158,items,66,1.189168
english,159,quite,66,1.189168
english,160,soulslike,66,1.189168
english,161,once,65,1.17115
english,162,little,65,1.17115
english,163,less,65,1.17115
english,164,cool,65,1.17115
english,165,reviews,64,1.153132
english,166,big,64,1.153132
english,167,souls-like,64,1.153132
english,168,either,63,1.135115
english,169,you'll,63,1.135115
english,170,worth,63,1.135115
english,171,that's,63,1.135115
english,172,hunts,63,1.135115
english,173,skill,63,1.135115
english,174,going,62,1.117097
english,175,fighting,62,1.117097
english,176,metroidvania,61,1.099079
english,177,fights,61,1.099079
english,178,everything,61,1.099079
english,179,player,61,1.099079
english,180,right,60,1.081062
english,181,said,60,1.081062
english,182,start,59,1.063044
english,183,point,58,1.045026
english,184,mechanics,57,1.027009
english,185,hub,57,1.027009
english,186,players,57,1.027009
english,187,main,56,1.008991
english,188,enjoy,55,0.990973
english,189,original,55,0.990973
english,190,nice,55,0.990973
english,191,stuff,55,0.990973
english,192,never,55,0.990973
english,193,character,54,0.972955
english,194,away,54,0.972955
english,195,hard,53,0.954938
english,196,chase,53,0.954938
english,197,maybe,53,0.954938
english,198,build,53,0.954938
english,199,until,52,0.93692
english,200,frustrating,52,0.93692
finnish,1,the,2,95.238095
finnish,2,through,2,95.238095
finnish,3,peak,1,47.619048
finnish,4,co-op,1,47.619048
finnish,5,lay,1,47.619048
finnish,6,dead,1,47.619048
finnish,7,on,1,47.619048
finnish,8,floor,1,47.619048
finnish,9,while,1,47.619048
finnish,10,my,1,47.619048
finnish,11,pal,1,47.619048
finnish,12,kills,1,47.619048
finnish,13,boss,1,47.619048
finnish,14,excellent,1,47.619048
finnish,15,game,1,47.619048
finnish,16,and,1,47.619048
finnish,17,oikein,1,47.619048
finnish,18,asiallinen,1,47.619048
finnish,19,suolapeli,1,47.619048
french,1,the,34,29.285099
french,2,que,23,19.810508
french,3,boss,17,14.64255
french,4,and,17,14.64255
french,5,ce,16,13.781223
french,6,mages,15,12.919897
french,7,game,15,12.919897
french,8,en,13,11.197244
french,9,c'est,13,11.197244
french,10,of,12,10.335917
french,11,qui,10,8.613264
french,12,to,10,8.613264
french,13,premier,9,7.751938
french,14,tout,9,7.751938
french,15,on,9,7.751938
french,16,bien,9,7.751938
french,17,it,9,7.751938
french,18,bon,9,7.751938
french,19,ça,8,6.890612
french,20,j'ai,8,6.890612
french,21,this,8,6.890612
french,22,salt,7,6.029285
french,23,sanctuary,7,6.029285
french,24,puis,6,5.167959
french,25,comme,6,5.167959
french,26,se,6,5.167959
french,27,assez,6,5.167959
french,28,not,6,5.167959
french,29,is,6,5.167959
french,30,mage,5,4.306632
french,31,faut,5,4.306632
french,32,level,5,4.306632
french,33,but,5,4.306632
french,34,your,5,4.306632
french,35,fun,5,4.306632
french,36,you,5,4.306632
french,37,bosses,5,4.306632
french,38,même,5,4.306632
french,39,lui,4,3.445306
french,40,nul,4,3.445306
french,41,vrai,4,3.445306
french,42,celui,4,3.445306
french,43,juste,4,3.445306
french,44,mauvais,4,3.445306
french,45,suis,4,3.445306
french,46,point,4,3.445306
french,47,in,4,3.445306
french,48,they,4,3.445306
french,49,sometimes,4,3.445306
french,50,that,4,3.445306
french,51,merde,4,3.445306
french,52,me,4,3.445306
french,53,qu'il,4,3.445306
french,54,ne,4,3.445306
french,55,maintenant,4,3.445306
french,56,parce,4,3.445306
french,57,it's,4,3.445306
french,58,chance,3,2.583979
french,59,dark,3,2.583979
french,60,genre,3,2.583979
french,61,quand,3,2.583979
french,62,possible,3,2.583979
french,63,vu,3,2.583979
french,64,moins,3,2.583979
french,65,mal,3,2.583979
french,66,when,3,2.583979
french,67,really,3,2.583979
french,68,are,3,2.583979
french,69,part,3,2.583979
french,70,kill,3,2.583979
french,71,would,3,2.583979
french,72,be,3,2.583979
french,73,have,3,2.583979
french,74,as,3,2.583979
french,75,up,3,2.583979
french,76,qu'on,3,2.583979
french,77,deux,3,2.583979
french,78,zones,3,2.583979
french,79,reste,3,2.583979
french,80,gets,3,2.583979
french,81,if,3,2.583979
french,82,reviews,3,2.583979
french,83,après,2,1.722653
french,84,beaucoup,2,1.722653
french,85,temps,2,1.722653
french,86,donner,2,1.722653
french,87,pepite,2,1.722653
french,88,chasse,2,1.722653
french,89,donc,2,1.722653
french,90,avoir,2,1.722653
french,91,fait,2,1.722653
french,92,plateforme,2,1.722653
french,93,vais,2,1.722653
french,94,personnage,2,1.722653
french,95,dirige,2,1.722653
french,96,peut,2,1.722653
french,97,pourquoi,2,1.722653
french,98,final,2,1.722653
french,99,perd,2,1.722653
french,100,soit,2,1.722653
french,101,comparé,2,1.722653
french,102,décevant,2,1.722653
french,103,intéressante,2,1.722653
french,104,long,2,1.722653
french,105,lourd,2,1.722653
french,106,coups,2,1.722653
french,107,également,2,1.722653
french,108,d'un,2,1.722653
french,109,cette,2,1.722653
french,110,c'était,2,1.722653
french,111,sympa,2,1.722653
french,112,y'a,2,1.722653
french,113,trouve,2,1.722653
french,114,first,2,1.722653
french,115,started,2,1.722653
french,116,was,2,1.722653
french,117,enjoying,2,1.722653
french,118,my,2,1.722653
french,119,time,2,1.722653
french,120,then,2,1.722653
french,121,more,2,1.722653
french,122,exploration,2,1.722653
french,123,into,2,1.722653
french,124,fights,2,1.722653
french,125,how,2,1.722653
french,126,those,2,1.722653
french,127,same,2,1.722653
french,128,per,2,1.722653
french,129,get,2,1.722653
french,130,ennemies,2,1.722653
french,131,or,2,1.722653
french,132,trying,2,1.722653
french,133,good,2,1.722653
french,134,with,2,1.722653
french,135,gameplay,2,1.722653
french,136,mécaniques,2,1.722653
french,137,mention,2,1.722653
french,138,jamais,2,1.722653
french,139,fais,2,1.722653
french,140,voulu,2,1.722653
french,141,amusé,2,1.722653
french,142,affronter,2,1.722653
french,143,fixe,2,1.722653
french,144,farm,2,1.722653
french,145,hub,2,1.722653
french,146,vraiment,2,1.722653
french,147,devoir,2,1.722653
french,148,progression,2,1.722653
french,149,original,2,1.722653
french,150,fois,2,1.722653
french,151,aussi,2,1.722653
french,152,souls,2,1.722653
french,153,faire,2,1.722653
french,154,croire,2,1.722653
french,155,love,2,1.722653
french,156,pretty,2,1.722653
french,157,hunt,2,1.722653
french,158,one,2,1.722653
french,159,you'll,2,1.722653
french,160,excellent,2,1.722653
french,161,terminé,2,1.722653
french,162,général,2,1.722653
french,163,ont,2,1.722653
french,164,too,2,1.722653
french,165,unfunny,2,1.722653
french,166,envers,2,1.722653
french,167,expérience,2,1.722653
french,168,existe,2,1.722653
french,169,l'attrait,2,1.722653
french,170,zone,2,1.722653
french,171,vont,2,1.722653
french,172,very,2,1.722653
french,173,i'm,2,1.722653
french,174,sure,2,1.722653
french,175,work,2,1.722653
french,176,different,2,1.722653
french,177,avis,1,0.861326
french,178,archi,1,0.861326
french,179,soul,1,0.861326
french,180,2d,1,0.861326
french,181,là,1,0.861326
french,182,cata,1,0.861326
french,183,stuffer,1,0.861326
french,184,autre,1,0.861326
french,185,encore,1,0.861326
french,186,stuff,1,0.861326
